Sample	R1	R2	Community	Qubit_ug_ml	Com_Id	Media	Temp	Evo_status	Stress	Diversity	group	genotype
M1.38.E.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C16/M1.38.E.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C16/M1.38.E.C16_R2.fastq.gz	220	33.4	Com16	M1	38	Evo	Temp	Eight	Eight	Evo
M1.38.E.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C17/M1.38.E.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C17/M1.38.E.C17_R2.fastq.gz	223	20.8	Com17	M1	38	Evo	Temp	Eight	Eight	Evo
M1.38.E.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C18/M1.38.E.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C18/M1.38.E.C18_R2.fastq.gz	226	23.2	Com18	M1	38	Evo	Temp	Eight	Eight	Evo
M1.38.E.C20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C20/M1.38.E.C20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C20/M1.38.E.C20_R2.fastq.gz	232	23.8	Com20	M1	38	Evo	Temp	Eight	Eight	Evo
M1.38.E.C21	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C21/M1.38.E.C21_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C21/M1.38.E.C21_R2.fastq.gz	235	24.6	Com21	M1	38	Evo	Temp	Eight	Eight	Evo
M1.38.E.C22	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C22/M1.38.E.C22_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.C22/M1.38.E.C22_R2.fastq.gz	238	21.2	Com22	M1	38	Evo	Temp	Eight	Eight	Evo
M1.38.E.I20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.I20/M1.38.E.I20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.38.E.I20/M1.38.E.I20_R2.fastq.gz	241	44.6	I20	M1	38	Evo	Temp	One	One	Evo
M1.Blank	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.Blank/M1.Blank_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M1.Blank/M1.Blank_R2.fastq.gz	13	<0.5	Blank	M1	20	NA	Control	NA	NA	NA
M2.20.C1	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C1/M2.20.C1_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C1/M2.20.C1_R2.fastq.gz	2	31	Com1	M2	20	NA	pH	Two	Two	NA
M2.20.C10	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C10/M2.20.C10_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C10/M2.20.C10_R2.fastq.gz	41	46.2	Com10	M2	20	NA	pH	Four	Four	NA
M2.20.C11	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C11/M2.20.C11_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C11/M2.20.C11_R2.fastq.gz	45	28.4	Com11	M2	20	NA	pH	Four	Four	NA
M2.20.C12	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C12/M2.20.C12_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C12/M2.20.C12_R2.fastq.gz	49	36	Com12	M2	20	NA	pH	Four	Four	NA
M2.20.C13	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C13/M2.20.C13_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C13/M2.20.C13_R2.fastq.gz	287	24.4	Com13	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C14	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C14/M2.20.C14_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C14/M2.20.C14_R2.fastq.gz	289	28.8	Com14	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C15	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C15/M2.20.C15_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C15/M2.20.C15_R2.fastq.gz	291	30.2	Com15	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C16/M2.20.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C16/M2.20.C16_R2.fastq.gz	293	24.2	Com16	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C17/M2.20.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C17/M2.20.C17_R2.fastq.gz	296	26.6	Com17	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C18/M2.20.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C18/M2.20.C18_R2.fastq.gz	298	19.8	Com18	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C19	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C19/M2.20.C19_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C19/M2.20.C19_R2.fastq.gz	300	22.4	Com19	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C2	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C2/M2.20.C2_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C2/M2.20.C2_R2.fastq.gz	6	26.4	Com2	M2	20	NA	pH	Two	Two	NA
M2.20.C20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C20/M2.20.C20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C20/M2.20.C20_R2.fastq.gz	302	21.6	Com20	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C21	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C21/M2.20.C21_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C21/M2.20.C21_R2.fastq.gz	304	35.6	Com21	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C22	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C22/M2.20.C22_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C22/M2.20.C22_R2.fastq.gz	306	25.6	Com22	M2	20	Non_evo	pH	Eight	Eight	Non_evo
M2.20.C3	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C3/M2.20.C3_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C3/M2.20.C3_R2.fastq.gz	10	18.5	Com3	M2	20	NA	pH	Two	Two	NA
M2.20.C4	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C4/M2.20.C4_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C4/M2.20.C4_R2.fastq.gz	15	25.8	Com4	M2	20	NA	pH	Two	Two	NA
M2.20.C5	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C5/M2.20.C5_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C5/M2.20.C5_R2.fastq.gz	19	39.4	Com5	M2	20	NA	pH	Two	Two	NA
M2.20.C6	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C6/M2.20.C6_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C6/M2.20.C6_R2.fastq.gz	23	21.6	Com6	M2	20	NA	pH	Two	Two	NA
M2.20.C7	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C7/M2.20.C7_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C7/M2.20.C7_R2.fastq.gz	28	19.2	Com7	M2	20	NA	pH	Four	Four	NA
M2.20.C8	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C8/M2.20.C8_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C8/M2.20.C8_R2.fastq.gz	32	21.4	Com8	M2	20	NA	pH	Four	Four	NA
M2.20.C9	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C9/M2.20.C9_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.C9/M2.20.C9_R2.fastq.gz	36	8.84	Com9	M2	20	NA	pH	Four	Four	NA
M2.20.E.C13	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C13/M2.20.E.C13_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C13/M2.20.E.C13_R2.fastq.gz	288	24	Com13	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C14	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C14/M2.20.E.C14_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C14/M2.20.E.C14_R2.fastq.gz	290	23.4	Com14	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C15	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C15/M2.20.E.C15_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C15/M2.20.E.C15_R2.fastq.gz	292	23	Com15	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C16/M2.20.E.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C16/M2.20.E.C16_R2.fastq.gz	294	41.6	Com16	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C17/M2.20.E.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C17/M2.20.E.C17_R2.fastq.gz	297	29.6	Com17	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C18/M2.20.E.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C18/M2.20.E.C18_R2.fastq.gz	299	18.4	Com18	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C19	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C19/M2.20.E.C19_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C19/M2.20.E.C19_R2.fastq.gz	301	26.8	Com19	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C20/M2.20.E.C20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C20/M2.20.E.C20_R2.fastq.gz	303	24.8	Com20	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C21	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C21/M2.20.E.C21_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C21/M2.20.E.C21_R2.fastq.gz	305	28.2	Com21	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.C22	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C22/M2.20.E.C22_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.C22/M2.20.E.C22_R2.fastq.gz	307	47.6	Com22	M2	20	Evo	pH	Eight	Eight	Evo
M2.20.E.I20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.I20/M2.20.E.I20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.20.E.I20/M2.20.E.I20_R2.fastq.gz	308	32.2	I20	M2	20	Evo	pH	One	One	Evo
M2.38.Blank	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.Blank/M2.38.Blank_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.Blank/M2.38.Blank_R2.fastq.gz	317	14.8	Blank	M2	38	NA	pHTemp	NA	NA	NA
M2.38.C1	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C1/M2.38.C1_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C1/M2.38.C1_R2.fastq.gz	54	0.134	Com1	M2	38	NA	pHTemp	Two	Two	NA
M2.38.C10	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C10/M2.38.C10_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C10/M2.38.C10_R2.fastq.gz	93	<0.5	Com10	M2	38	NA	pHTemp	Four	Four	NA
M2.38.C11	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C11/M2.38.C11_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C11/M2.38.C11_R2.fastq.gz	97	22.2	Com11	M2	38	NA	pHTemp	Four	Four	NA
M2.38.C12	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C12/M2.38.C12_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C12/M2.38.C12_R2.fastq.gz	101	<0.5	Com12	M2	38	NA	pHTemp	Four	Four	NA
M2.38.C13	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C13/M2.38.C13_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C13/M2.38.C13_R2.fastq.gz	309	22	Com13	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C14	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C14/M2.38.C14_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C14/M2.38.C14_R2.fastq.gz	311	20	Com14	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C15	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C15/M2.38.C15_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C15/M2.38.C15_R2.fastq.gz	313	26.2	Com15	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C16/M2.38.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C16/M2.38.C16_R2.fastq.gz	315	9.18	Com16	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C17/M2.38.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C17/M2.38.C17_R2.fastq.gz	318	18	Com17	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C18/M2.38.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C18/M2.38.C18_R2.fastq.gz	320	22.2	Com18	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C19	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C19/M2.38.C19_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C19/M2.38.C19_R2.fastq.gz	322	27.6	Com19	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C2	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C2/M2.38.C2_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C2/M2.38.C2_R2.fastq.gz	58	28.2	Com2	M2	38	NA	pHTemp	Two	Two	NA
M2.38.C20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C20/M2.38.C20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C20/M2.38.C20_R2.fastq.gz	324	24	Com20	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C21	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C21/M2.38.C21_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C21/M2.38.C21_R2.fastq.gz	326	12.4	Com21	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C22	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C22/M2.38.C22_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C22/M2.38.C22_R2.fastq.gz	328	17.9	Com22	M2	38	Non_evo	pHTemp	Eight	Eight	Non_evo
M2.38.C3	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C3/M2.38.C3_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C3/M2.38.C3_R2.fastq.gz	62	<0.5	Com3	M2	38	NA	pHTemp	Two	Two	NA
M2.38.C4	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C4/M2.38.C4_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C4/M2.38.C4_R2.fastq.gz	67	<0.5	Com4	M2	38	NA	pHTemp	Two	Two	NA
M2.38.C5	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C5/M2.38.C5_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C5/M2.38.C5_R2.fastq.gz	71	11.1	Com5	M2	38	NA	pHTemp	Two	Two	NA
M2.38.C6	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C6/M2.38.C6_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C6/M2.38.C6_R2.fastq.gz	75	<0.5	Com6	M2	38	NA	pHTemp	Two	Two	NA
M2.38.C7	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C7/M2.38.C7_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C7/M2.38.C7_R2.fastq.gz	80	16.7	Com7	M2	38	NA	pHTemp	Four	Four	NA
M2.38.C8	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C8/M2.38.C8_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C8/M2.38.C8_R2.fastq.gz	84	19.9	Com8	M2	38	NA	pHTemp	Four	Four	NA
M2.38.C9	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C9/M2.38.C9_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.C9/M2.38.C9_R2.fastq.gz	88	0.498	Com9	M2	38	NA	pHTemp	Four	Four	NA
M2.38.E.C13	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C13/M2.38.E.C13_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C13/M2.38.E.C13_R2.fastq.gz	310	26.4	Com13	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.C14	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C14/M2.38.E.C14_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C14/M2.38.E.C14_R2.fastq.gz	312	26.4	Com14	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.C15	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C15/M2.38.E.C15_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C15/M2.38.E.C15_R2.fastq.gz	314	22.2	Com15	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C16/M2.38.E.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C16/M2.38.E.C16_R2.fastq.gz	316	18.2	Com16	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C17/M2.38.E.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C17/M2.38.E.C17_R2.fastq.gz	319	22.6	Com17	M2	38	Evo	pHTemp	Eight	Eight	Evo
