Sample	R1	R2	Community	Qubit_ug_ml	Com_Id	Media	Temp	Evo_status	Stress	Diversity	group	genotype
M2.38.E.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C18/M2.38.E.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C18/M2.38.E.C18_R2.fastq.gz	321	<0.5	Com18	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.C19	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C19/M2.38.E.C19_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C19/M2.38.E.C19_R2.fastq.gz	323	27.6	Com19	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.C20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C20/M2.38.E.C20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C20/M2.38.E.C20_R2.fastq.gz	325	22.2	Com20	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.C21	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C21/M2.38.E.C21_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C21/M2.38.E.C21_R2.fastq.gz	327	34.8	Com21	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.C22	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C22/M2.38.E.C22_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.C22/M2.38.E.C22_R2.fastq.gz	329	38.2	Com22	M2	38	Evo	pHTemp	Eight	Eight	Evo
M2.38.E.I20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.I20/M2.38.E.I20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.38.E.I20/M2.38.E.I20_R2.fastq.gz	330	21.4	I20	M2	38	Evo	pHTemp	One	One	Evo
M2.Blank	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.Blank/M2.Blank_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M2.Blank/M2.Blank_R2.fastq.gz	171	5.86	Blank	M2	20	NA	pH	NA	NA	NA
M3.20.C1	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C1/M3.20.C1_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C1/M3.20.C1_R2.fastq.gz	3	48.4	Com1	M3	20	NA	Sal	Two	Two	NA
M3.20.C10	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C10/M3.20.C10_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C10/M3.20.C10_R2.fastq.gz	42	30.2	Com10	M3	20	NA	Sal	Four	Four	NA
M3.20.C11	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C11/M3.20.C11_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C11/M3.20.C11_R2.fastq.gz	46	21.2	Com11	M3	20	NA	Sal	Four	Four	NA
M3.20.C12	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C12/M3.20.C12_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C12/M3.20.C12_R2.fastq.gz	50	14.9	Com12	M3	20	NA	Sal	Four	Four	NA
M3.20.C13	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C13/M3.20.C13_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C13/M3.20.C13_R2.fastq.gz	106	21.4	Com13	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C14	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C14/M3.20.C14_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C14/M3.20.C14_R2.fastq.gz	109	27.4	Com14	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C15	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C15/M3.20.C15_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C15/M3.20.C15_R2.fastq.gz	112	31.2	Com15	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C16/M3.20.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C16/M3.20.C16_R2.fastq.gz	116	28	Com16	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C17/M3.20.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C17/M3.20.C17_R2.fastq.gz	119	32.8	Com17	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C18/M3.20.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C18/M3.20.C18_R2.fastq.gz	122	26.4	Com18	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C19	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C19/M3.20.C19_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C19/M3.20.C19_R2.fastq.gz	126	25.8	Com19	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C2	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C2/M3.20.C2_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C2/M3.20.C2_R2.fastq.gz	7	24.6	Com2	M3	20	NA	Sal	Two	Two	NA
M3.20.C20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C20/M3.20.C20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C20/M3.20.C20_R2.fastq.gz	129	27.8	Com20	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C21	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C21/M3.20.C21_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C21/M3.20.C21_R2.fastq.gz	132	29.8	Com21	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C22	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C22/M3.20.C22_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C22/M3.20.C22_R2.fastq.gz	136	40.8	Com22	M3	20	Non_evo	Sal	Eight	Eight	Non_evo
M3.20.C3	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C3/M3.20.C3_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C3/M3.20.C3_R2.fastq.gz	11	32.4	Com3	M3	20	NA	Sal	Two	Two	NA
M3.20.C4	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C4/M3.20.C4_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C4/M3.20.C4_R2.fastq.gz	16	23.4	Com4	M3	20	NA	Sal	Two	Two	NA
M3.20.C5	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C5/M3.20.C5_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C5/M3.20.C5_R2.fastq.gz	20	18.5	Com5	M3	20	NA	Sal	Two	Two	NA
M3.20.C6	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C6/M3.20.C6_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C6/M3.20.C6_R2.fastq.gz	24	31.8	Com6	M3	20	NA	Sal	Two	Two	NA
M3.20.C7	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C7/M3.20.C7_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C7/M3.20.C7_R2.fastq.gz	29	34	Com7	M3	20	NA	Sal	Four	Four	NA
M3.20.C8	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C8/M3.20.C8_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C8/M3.20.C8_R2.fastq.gz	33	46.8	Com8	M3	20	NA	Sal	Four	Four	NA
M3.20.C9	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C9/M3.20.C9_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.C9/M3.20.C9_R2.fastq.gz	37	15.4	Com9	M3	20	NA	Sal	Four	Four	NA
M3.20.E.C13	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C13/M3.20.E.C13_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C13/M3.20.E.C13_R2.fastq.gz	139	35.4	Com13	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C14	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C14/M3.20.E.C14_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C14/M3.20.E.C14_R2.fastq.gz	142	31.2	Com14	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C15	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C15/M3.20.E.C15_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C15/M3.20.E.C15_R2.fastq.gz	145	23	Com15	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C16/M3.20.E.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C16/M3.20.E.C16_R2.fastq.gz	148	43.6	Com16	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C17/M3.20.E.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C17/M3.20.E.C17_R2.fastq.gz	151	38.6	Com17	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C18/M3.20.E.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C18/M3.20.E.C18_R2.fastq.gz	154	27	Com18	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C19	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C19/M3.20.E.C19_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C19/M3.20.E.C19_R2.fastq.gz	157	30.8	Com19	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C20/M3.20.E.C20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C20/M3.20.E.C20_R2.fastq.gz	160	40	Com20	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C21	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C21/M3.20.E.C21_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C21/M3.20.E.C21_R2.fastq.gz	163	35.2	Com21	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.C22	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C22/M3.20.E.C22_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.C22/M3.20.E.C22_R2.fastq.gz	166	28	Com22	M3	20	Evo	Sal	Eight	Eight	Evo
M3.20.E.I20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.I20/M3.20.E.I20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.20.E.I20/M3.20.E.I20_R2.fastq.gz	169	30.4	I20	M3	20	Evo	Sal	One	One	Evo
M3.38.C1	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C1/M3.38.C1_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C1/M3.38.C1_R2.fastq.gz	55	5.5	Com1	M3	38	NA	SalTemp	Two	Two	NA
M3.38.C10	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C10/M3.38.C10_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C10/M3.38.C10_R2.fastq.gz	94	3.42	Com10	M3	38	NA	SalTemp	Four	Four	NA
M3.38.C11	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C11/M3.38.C11_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C11/M3.38.C11_R2.fastq.gz	98	18.7	Com11	M3	38	NA	SalTemp	Four	Four	NA
M3.38.C12	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C12/M3.38.C12_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C12/M3.38.C12_R2.fastq.gz	102	3.96	Com12	M3	38	NA	SalTemp	Four	Four	NA
M3.38.C13	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C13/M3.38.C13_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C13/M3.38.C13_R2.fastq.gz	173	30	Com13	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C14	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C14/M3.38.C14_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C14/M3.38.C14_R2.fastq.gz	176	19.9	Com14	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C15	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C15/M3.38.C15_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C15/M3.38.C15_R2.fastq.gz	179	13.8	Com15	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C16/M3.38.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C16/M3.38.C16_R2.fastq.gz	182	4.9	Com16	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C17/M3.38.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C17/M3.38.C17_R2.fastq.gz	185	36.4	Com17	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C18/M3.38.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C18/M3.38.C18_R2.fastq.gz	188	19.7	Com18	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C19	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C19/M3.38.C19_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C19/M3.38.C19_R2.fastq.gz	191	13	Com19	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C2	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C2/M3.38.C2_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C2/M3.38.C2_R2.fastq.gz	59	27.8	Com2	M3	38	NA	SalTemp	Two	Two	NA
M3.38.C20	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C20/M3.38.C20_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C20/M3.38.C20_R2.fastq.gz	194	25.6	Com20	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C21	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C21/M3.38.C21_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C21/M3.38.C21_R2.fastq.gz	206	4.34	Com21	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C22	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C22/M3.38.C22_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C22/M3.38.C22_R2.fastq.gz	209	4.76	Com22	M3	38	Non_evo	SalTemp	Eight	Eight	Non_evo
M3.38.C3	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C3/M3.38.C3_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C3/M3.38.C3_R2.fastq.gz	63	6.8	Com3	M3	38	NA	SalTemp	Two	Two	NA
M3.38.C4	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C4/M3.38.C4_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C4/M3.38.C4_R2.fastq.gz	68	1.25	Com4	M3	38	NA	SalTemp	Two	Two	NA
M3.38.C5	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C5/M3.38.C5_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C5/M3.38.C5_R2.fastq.gz	72	10.4	Com5	M3	38	NA	SalTemp	Two	Two	NA
M3.38.C6	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C6/M3.38.C6_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C6/M3.38.C6_R2.fastq.gz	76	<0.5	Com6	M3	38	NA	SalTemp	Two	Two	NA
M3.38.C7	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C7/M3.38.C7_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C7/M3.38.C7_R2.fastq.gz	81	11.8	Com7	M3	38	NA	SalTemp	Four	Four	NA
M3.38.C8	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C8/M3.38.C8_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C8/M3.38.C8_R2.fastq.gz	85	18.6	Com8	M3	38	NA	SalTemp	Four	Four	NA
M3.38.C9	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C9/M3.38.C9_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.C9/M3.38.C9_R2.fastq.gz	89	2.56	Com9	M3	38	NA	SalTemp	Four	Four	NA
M3.38.E.C13	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C13/M3.38.E.C13_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C13/M3.38.E.C13_R2.fastq.gz	212	27.4	Com13	M3	38	Evo	SalTemp	Eight	Eight	Evo
M3.38.E.C14	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C14/M3.38.E.C14_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C14/M3.38.E.C14_R2.fastq.gz	215	23	Com14	M3	38	Evo	SalTemp	Eight	Eight	Evo
M3.38.E.C15	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C15/M3.38.E.C15_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C15/M3.38.E.C15_R2.fastq.gz	218	18.7	Com15	M3	38	Evo	SalTemp	Eight	Eight	Evo
M3.38.E.C16	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C16/M3.38.E.C16_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C16/M3.38.E.C16_R2.fastq.gz	221	3.6	Com16	M3	38	Evo	SalTemp	Eight	Eight	Evo
M3.38.E.C17	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C17/M3.38.E.C17_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C17/M3.38.E.C17_R2.fastq.gz	224	21.8	Com17	M3	38	Evo	SalTemp	Eight	Eight	Evo
M3.38.E.C18	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C18/M3.38.E.C18_R1.fastq.gz	/hdd0/susbus/nf_core/data/hebe_16S/00.RawData/M3.38.E.C18/M3.38.E.C18_R2.fastq.gz	227	27.2	Com18	M3	38	Evo	SalTemp	Eight	Eight	Evo
